participant_id,wave_month,examination_stress,academic_pressure,homework_burden,school_climate,bullying_exposure,harsh_discipline,educational_aspirations,fear_of_failure,teacher_support,counselling_access,household_assets,food_insecurity,economic_strain,employment_pressure,financial_stress,digital_access,household_instability,internalised_stigma,community_stigma,family_stigma,school_stigma,mental_health_literacy,help_seeking_intention,help_seeking_behaviour,awareness_of_services,resilience_score,social_support,family_connectedness,peer_support,community_connectedness,religious_support,school_belonging
NEPS-GHA-0025,12,0.6,6.0,0.2,Neutral,,Sometimes,Vocational,8.1,3.4,Yes,10,,0.2,Family expects,7.7,Shared,Stable,3.7,9.4,4.0,1.0,6.0,Yes,Informal,,94.9,15.8,19.2,13.0,3.5,19.4,13.9
NEPS-GHA-0025,18,9.3,7.9,2.2,Hostile,Verbal,Often,Employment,7.3,2.9,Yes,0,Severe,8.5,,1.8,Shared,Highly unstable,2.2,5.7,9.4,1.4,14.9,Yes,Religious,Some,16.8,17.7,1.8,14.2,12.8,17.7,8.9
NEPS-GHA-0025,24,2.7,2.5,0.7,Neutral,,Never,University,3.9,7.3,Yes,13,Severe,8.8,Self pressure,5.5,Smartphone,Some instability,7.9,5.8,7.6,2.3,9.0,Yes,Religious,Good,31.9,19.0,1.5,3.4,7.5,14.6,10.9
NEPS-GHA-0026,6,9.0,0.9,5.9,Hostile,Cyber,Never,Undecided,9.4,1.6,No,5,,1.0,Family expects,9.7,,Highly unstable,5.5,9.3,5.4,6.6,5.9,Yes,Professional,Some,57.2,16.8,3.1,7.2,8.6,5.9,13.2
NEPS-GHA-0026,12,6.0,2.0,0.3,Supportive,Physical,Never,Undecided,8.4,3.1,No,15,Severe,8.9,Self pressure,0.9,,Stable,3.7,3.8,1.9,0.4,8.8,Maybe,Informal,Some,56.4,3.0,13.9,1.9,13.4,16.2,8.3
NEPS-GHA-0026,18,7.6,2.3,0.6,Neutral,Multiple,Often,Undecided,5.7,2.4,No,2,Severe,9.0,,5.0,Basic phone,Stable,9.5,4.5,9.5,1.7,4.2,Yes,Informal,Good,42.3,19.8,8.7,19.9,12.5,16.7,5.2
NEPS-GHA-0026,24,9.1,9.1,0.7,Neutral,Multiple,Often,Employment,8.6,5.2,Yes,19,Severe,1.1,Family expects,1.5,Smartphone,Stable,5.6,1.0,2.9,5.4,6.9,Maybe,Religious,Some,65.5,11.4,9.5,3.4,8.1,12.4,13.6
NEPS-GHA-0027,6,4.0,4.0,8.8,Hostile,Verbal,Never,Undecided,9.2,9.0,Yes,10,Moderate,3.1,Financial need,8.6,Smartphone,Stable,1.3,9.7,4.4,8.3,5.4,Maybe,Professional,Good,44.2,18.3,8.1,9.7,10.3,7.5,1.1
NEPS-GHA-0027,12,7.9,0.7,7.1,Neutral,Verbal,Never,Vocational,1.9,8.3,Yes,7,,4.6,Self pressure,7.0,Shared,Some instability,8.2,5.1,6.4,1.2,0.6,Maybe,,,44.6,19.2,9.5,11.0,6.9,16.8,5.2
NEPS-GHA-0027,18,8.3,0.9,0.3,Supportive,Verbal,Rarely,Vocational,6.5,6.8,No,20,Severe,5.1,,4.7,Basic phone,Highly unstable,1.7,8.0,2.2,6.1,18.9,No,Religious,Some,89.5,17.0,9.2,4.4,6.0,10.4,12.5
NEPS-GHA-0027,24,5.8,0.1,10.0,Neutral,Multiple,Sometimes,Employment,6.8,4.8,No,8,Moderate,8.6,Self pressure,6.6,Shared,Stable,1.5,7.7,9.0,8.1,16.0,No,,,32.0,2.8,0.5,9.9,5.9,18.1,8.1
NEPS-GHA-0028,6,7.4,5.8,9.9,Supportive,Physical,Rarely,Undecided,9.1,6.7,Don't know,9,Mild,8.4,Family expects,2.9,,Stable,7.4,7.3,5.6,9.1,18.9,Maybe,Professional,Good,35.5,14.9,6.1,15.8,6.6,5.2,5.9
NEPS-GHA-0028,12,8.5,4.7,8.7,Hostile,Multiple,Never,Undecided,8.9,5.0,Don't know,12,Moderate,4.1,Family expects,1.4,Basic phone,Some instability,4.1,5.7,9.1,4.6,6.3,No,Informal,Good,48.8,12.6,3.5,12.7,0.1,5.5,15.2
NEPS-GHA-0028,18,1.7,7.6,4.9,Supportive,Verbal,Often,Undecided,4.0,9.7,No,0,,5.3,Self pressure,9.5,Shared,Highly unstable,1.9,6.8,6.3,2.5,13.9,Maybe,Religious,Good,10.3,10.1,6.1,1.3,0.9,19.0,9.1
NEPS-GHA-0028,24,5.2,5.2,4.3,Hostile,Verbal,Sometimes,Undecided,3.6,1.9,No,0,Mild,2.2,Family expects,2.1,Smartphone,Highly unstable,5.0,1.2,7.1,7.9,7.5,No,Religious,,62.3,11.9,1.0,2.2,16.7,1.0,2.3
NEPS-GHA-0029,6,4.4,1.2,2.5,Hostile,Verbal,Rarely,University,3.0,6.6,Don't know,16,Moderate,6.2,Family expects,4.2,Smartphone,Highly unstable,7.2,1.2,1.1,1.1,4.0,Yes,Religious,,97.3,7.2,8.2,3.2,11.0,18.2,13.8
NEPS-GHA-0029,12,4.8,2.3,0.1,Supportive,,Often,Vocational,9.5,7.8,Yes,3,Moderate,6.4,Financial need,9.9,Shared,Some instability,4.6,1.0,1.7,0.4,5.8,No,Religious,Some,73.9,1.9,15.2,0.9,17.0,13.3,3.4
NEPS-GHA-0029,18,3.6,4.4,6.2,Hostile,,Sometimes,Employment,1.8,4.0,No,8,Severe,6.9,Financial need,8.0,Basic phone,Stable,1.3,7.3,9.8,8.4,2.1,No,,,67.8,3.6,7.6,7.2,0.6,13.7,16.8
NEPS-GHA-0029,24,9.7,1.3,9.2,Supportive,Cyber,Often,University,0.6,6.5,Yes,16,Mild,9.8,Self pressure,5.2,Smartphone,Some instability,6.6,2.5,3.5,6.8,7.7,No,Professional,Good,64.3,3.1,17.0,17.0,17.4,1.5,9.8
NEPS-GHA-0030,6,2.4,9.7,0.5,Supportive,Multiple,Often,Undecided,8.2,0.8,No,18,Severe,0.9,Financial need,4.5,Smartphone,Some instability,7.5,0.2,4.0,0.4,11.0,Yes,Religious,,56.2,13.1,9.1,6.8,16.5,16.3,16.9
NEPS-GHA-0030,12,3.3,7.7,6.0,Hostile,Physical,Often,University,1.0,6.6,Yes,10,Moderate,8.3,Self pressure,5.5,Shared,Highly unstable,1.1,9.0,4.9,8.2,14.9,Maybe,Professional,Some,61.1,3.8,18.6,7.9,9.1,15.6,14.3
NEPS-GHA-0030,18,1.1,4.1,9.3,Hostile,Multiple,Never,Undecided,4.6,5.9,Don't know,4,Severe,0.0,,5.5,,Highly unstable,4.8,5.1,9.2,1.8,11.6,No,Informal,Good,38.7,12.0,17.7,10.1,7.7,19.6,18.3
NEPS-GHA-0030,24,7.6,2.7,9.6,Neutral,Cyber,Rarely,Vocational,4.1,7.0,Don't know,16,Moderate,8.4,Self pressure,7.1,Basic phone,Stable,2.1,7.1,6.9,9.2,2.7,No,Informal,,54.2,12.7,14.2,15.2,11.2,11.7,18.9
NEPS-GHA-0031,6,7.1,6.7,8.9,Hostile,Physical,Often,University,5.2,0.3,Yes,1,,2.0,Family expects,9.8,Shared,Stable,8.4,6.9,3.0,7.5,0.6,Maybe,Professional,,86.8,14.8,17.3,14.8,11.2,4.8,15.7
NEPS-GHA-0031,12,8.0,2.9,6.6,Neutral,Cyber,Often,Employment,9.7,0.5,Don't know,8,Mild,6.2,Financial need,8.3,Shared,Highly unstable,5.5,6.0,7.8,9.6,5.9,Yes,Professional,Good,96.2,14.7,2.4,0.8,5.6,5.3,3.2
NEPS-GHA-0031,18,8.5,0.1,4.7,Supportive,,Rarely,Employment,6.0,7.7,Don't know,19,Moderate,4.9,Self pressure,0.7,Shared,Highly unstable,2.2,1.8,0.7,5.1,8.3,No,,Good,34.9,17.7,13.3,6.6,5.9,19.0,12.4
NEPS-GHA-0031,24,4.7,5.6,7.5,Hostile,,Never,Employment,4.5,9.0,Don't know,19,Mild,9.6,Self pressure,3.8,Smartphone,Some instability,2.6,7.2,0.2,5.2,15.4,No,,Some,4.4,18.0,3.9,10.3,19.0,3.3,19.1
NEPS-GHA-0032,6,5.4,0.1,0.7,Hostile,Verbal,Often,University,2.1,8.3,Don't know,13,,7.5,Family expects,0.2,Shared,Stable,0.9,0.5,7.9,5.6,11.5,Yes,Religious,Some,38.8,12.6,8.7,0.3,13.5,10.7,12.8
NEPS-GHA-0032,12,6.2,7.6,5.9,Hostile,,Sometimes,University,2.9,6.9,Don't know,2,Moderate,7.7,Financial need,3.8,Smartphone,Some instability,1.6,2.2,7.5,8.0,17.0,Maybe,Informal,Some,67.7,18.3,15.9,14.6,7.5,19.0,11.1
NEPS-GHA-0032,18,5.6,1.2,0.1,Hostile,Cyber,Never,Employment,2.1,7.4,Don't know,11,Mild,4.1,Family expects,1.6,Basic phone,Highly unstable,8.3,1.9,1.8,8.0,17.0,No,,,55.0,5.8,1.3,2.0,14.5,9.7,6.6
NEPS-GHA-0032,24,1.3,6.6,1.0,Hostile,,Rarely,Employment,4.9,3.3,Don't know,9,Mild,5.7,Self pressure,8.1,,Stable,0.0,2.5,2.2,7.4,8.7,Maybe,Informal,,73.3,17.6,9.3,7.2,6.1,11.0,3.5
NEPS-GHA-0033,6,6.1,8.4,8.6,Supportive,Multiple,Rarely,Employment,7.3,6.3,Don't know,2,,8.5,,8.1,,Highly unstable,2.1,0.4,2.6,8.9,10.8,No,Informal,Some,39.2,17.8,11.8,17.1,2.7,10.0,1.8
NEPS-GHA-0033,12,3.6,0.1,2.4,Hostile,Verbal,Rarely,Undecided,1.6,5.7,Don't know,4,Severe,9.4,,2.2,,Stable,0.6,3.7,0.4,2.1,18.2,Maybe,,Some,91.8,17.6,0.8,13.0,2.1,19.4,12.7
NEPS-GHA-0033,18,2.7,7.4,5.8,Hostile,Verbal,Often,Undecided,3.7,6.5,Yes,16,Moderate,3.8,Family expects,5.2,Shared,Some instability,4.9,4.8,6.0,5.0,2.8,Yes,Informal,Good,51.5,5.6,3.0,3.1,12.0,16.3,13.2
NEPS-GHA-0033,24,4.1,3.3,1.1,Hostile,Cyber,Often,Vocational,5.9,6.5,No,0,Mild,0.4,Family expects,1.3,Smartphone,Highly unstable,1.5,1.7,9.2,5.2,8.1,No,Professional,,72.8,16.4,18.9,4.3,12.1,9.4,9.6
NEPS-GHA-0034,6,2.2,4.1,1.4,Hostile,Verbal,Sometimes,Vocational,7.2,3.4,No,19,,2.3,Financial need,1.3,Smartphone,Stable,5.2,9.1,6.8,8.3,12.1,Yes,,,60.0,17.6,10.6,15.0,1.9,13.2,18.0
NEPS-GHA-0034,12,5.4,0.0,9.4,Hostile,Cyber,Often,Employment,8.7,7.0,No,7,Severe,7.9,Financial need,3.5,Smartphone,Some instability,1.3,4.8,2.3,8.6,5.7,No,,Some,18.9,14.2,15.8,11.6,2.4,0.1,13.1
NEPS-GHA-0034,18,6.9,3.2,3.6,Supportive,Cyber,Sometimes,Employment,8.5,4.2,No,19,Moderate,9.9,Financial need,7.5,,Highly unstable,7.8,4.8,3.7,5.5,5.1,Maybe,Religious,,39.8,2.8,17.3,2.4,4.6,15.7,19.0
NEPS-GHA-0034,24,1.0,5.1,7.9,Hostile,Multiple,Never,Vocational,3.9,6.4,Yes,4,Severe,9.3,Financial need,0.9,Shared,Stable,3.7,6.1,7.2,9.3,8.0,No,Religious,,96.4,1.1,15.5,3.5,9.9,0.2,17.0
NEPS-GHA-0035,6,9.3,5.2,1.9,Hostile,Multiple,Rarely,Vocational,6.7,3.6,Don't know,0,Mild,0.9,Self pressure,7.8,Shared,Highly unstable,4.0,5.9,5.2,7.4,1.4,Yes,Religious,,83.0,18.3,7.0,19.3,5.5,12.1,3.9
NEPS-GHA-0035,12,9.3,5.7,2.6,Neutral,Multiple,Never,University,5.0,3.4,Yes,16,Moderate,8.8,Self pressure,6.9,,Highly unstable,4.8,2.4,3.4,7.8,13.6,No,Professional,Some,11.6,1.4,12.7,19.9,13.5,4.6,6.3
NEPS-GHA-0035,18,9.6,5.2,0.1,Neutral,Verbal,Sometimes,University,4.0,7.5,No,2,Mild,4.8,Self pressure,2.2,Shared,Stable,9.5,6.8,9.1,5.0,4.0,No,Informal,Some,20.7,4.1,5.0,12.4,3.1,2.1,18.4
NEPS-GHA-0035,24,6.8,6.6,6.1,Hostile,,Often,Employment,6.2,4.9,Don't know,8,Severe,1.8,Self pressure,4.0,Basic phone,Stable,5.3,4.2,9.4,0.3,6.9,No,Informal,Some,97.7,14.0,9.2,13.8,0.2,4.2,11.6
NEPS-GHA-0036,6,3.3,6.1,2.6,Hostile,Physical,Rarely,Employment,4.7,6.1,No,5,Severe,4.2,Financial need,7.0,Shared,Some instability,8.5,2.8,1.8,1.3,11.5,Yes,Professional,,27.0,4.7,8.6,7.6,2.9,19.2,3.0
NEPS-GHA-0036,12,8.1,1.8,5.0,Hostile,Multiple,Sometimes,Undecided,3.0,5.6,Don't know,1,Severe,1.0,Family expects,0.6,Shared,Some instability,8.4,1.0,7.4,2.6,7.2,No,Religious,Some,2.0,2.4,17.3,19.3,4.0,11.5,13.0
NEPS-GHA-0036,18,1.7,7.8,3.6,Hostile,Multiple,Often,Undecided,8.9,3.8,No,14,Mild,8.7,Self pressure,4.2,,Stable,0.8,3.4,3.1,6.5,14.2,No,,Some,88.8,15.6,18.8,15.0,10.4,9.0,3.3
NEPS-GHA-0036,24,8.5,1.3,2.3,Neutral,,Rarely,Vocational,4.0,1.0,No,17,,0.3,Financial need,5.2,Smartphone,Stable,2.6,1.6,6.5,8.9,6.2,Yes,Religious,Some,62.6,2.6,16.8,0.6,13.3,17.2,6.5
NEPS-GHA-0037,6,4.8,9.7,5.4,Neutral,Multiple,Often,Vocational,9.7,7.0,Yes,18,Severe,6.3,Financial need,5.2,Shared,Some instability,4.8,2.3,0.9,3.1,8.2,Yes,Religious,Good,0.0,16.3,17.0,6.9,9.4,0.2,18.4
NEPS-GHA-0037,12,9.5,4.8,0.1,Neutral,Physical,Rarely,University,5.5,1.9,Don't know,13,Severe,2.5,Financial need,8.3,Basic phone,Some instability,0.8,6.3,5.2,8.0,12.3,No,Religious,Some,64.8,10.6,5.4,3.8,1.4,2.7,2.2
NEPS-GHA-0037,18,4.6,4.5,7.0,Neutral,Verbal,Sometimes,University,1.5,9.7,Yes,5,,2.8,Family expects,7.2,Smartphone,Stable,0.9,0.1,2.2,4.2,15.7,Maybe,Religious,Some,69.7,0.6,1.6,15.0,2.9,5.3,7.8
NEPS-GHA-0037,24,5.4,1.8,9.0,Neutral,Cyber,Never,University,9.7,7.1,No,14,Mild,7.4,,2.0,Smartphone,Highly unstable,6.7,2.1,3.9,9.6,18.7,Yes,Professional,,93.7,10.4,5.1,12.8,4.0,17.8,17.3
NEPS-GHA-0038,6,2.2,1.1,6.3,Neutral,,Rarely,Employment,5.8,4.0,Yes,0,,5.8,Financial need,6.9,Basic phone,Some instability,7.7,2.5,5.0,6.9,6.8,No,Professional,Good,35.6,3.1,10.7,2.1,9.8,6.3,11.2
NEPS-GHA-0038,12,6.4,3.5,8.9,Hostile,Verbal,Never,Undecided,3.6,1.3,Yes,15,Severe,5.6,Financial need,1.9,Basic phone,Highly unstable,3.5,7.3,2.8,8.3,18.3,No,Informal,Good,53.1,9.0,16.4,10.8,9.1,15.5,10.1
NEPS-GHA-0038,18,7.3,8.8,6.2,Neutral,Multiple,Rarely,Employment,7.2,6.6,Don't know,12,Mild,5.2,Financial need,7.7,Basic phone,Highly unstable,2.8,4.1,3.2,1.0,13.2,Yes,Informal,Good,87.3,4.0,9.7,2.0,11.4,16.7,13.2
NEPS-GHA-0038,24,5.3,7.0,2.6,Neutral,Verbal,Never,University,9.3,2.1,No,2,Severe,8.0,,3.6,,Some instability,7.9,0.6,6.2,5.3,14.7,Maybe,Professional,Good,96.1,1.9,14.5,10.6,3.8,10.5,5.0
NEPS-GHA-0039,6,6.3,1.8,7.5,Neutral,,Sometimes,Undecided,7.0,4.3,Yes,5,Mild,5.5,Self pressure,6.6,,Some instability,9.0,5.5,10.0,8.4,8.2,No,,,32.3,4.8,10.9,7.5,11.0,14.9,7.2
NEPS-GHA-0039,12,4.5,9.6,0.0,Supportive,Physical,Never,Vocational,9.9,3.0,No,7,Mild,8.6,,7.7,Shared,Highly unstable,5.1,5.7,5.7,0.9,9.2,Yes,Informal,Some,36.7,11.6,4.7,16.2,1.8,8.0,18.4
NEPS-GHA-0039,18,7.3,7.2,7.9,Supportive,Cyber,Never,Employment,0.4,8.1,No,2,,9.2,Self pressure,3.5,,Some instability,9.3,1.2,7.7,7.5,17.0,Yes,,Good,30.5,0.8,10.8,3.0,10.0,4.4,1.0
NEPS-GHA-0039,24,7.3,3.9,4.5,Hostile,Multiple,Never,Vocational,4.3,7.9,Yes,4,Moderate,0.8,,5.5,Shared,Stable,4.0,4.3,7.0,7.6,9.6,Yes,,Some,65.2,3.9,12.3,14.7,4.9,1.4,15.5
NEPS-GHA-0040,6,3.2,9.2,0.9,Hostile,Cyber,Often,Employment,3.5,3.2,Don't know,20,,7.7,Family expects,9.9,,Highly unstable,1.5,0.4,8.2,2.0,7.5,No,Professional,Good,74.0,4.9,12.4,3.0,16.6,5.8,6.9
NEPS-GHA-0040,12,8.0,3.1,4.7,Neutral,Verbal,Rarely,Vocational,5.5,7.5,Don't know,15,Mild,7.0,,3.8,Smartphone,Some instability,1.7,2.8,7.9,6.2,1.1,No,Professional,Good,38.9,5.4,17.0,13.2,17.3,0.4,17.3
NEPS-GHA-0040,18,6.5,2.3,3.8,Hostile,,Sometimes,Undecided,8.7,5.3,Yes,6,Severe,5.6,,0.4,Shared,Some instability,4.9,7.4,0.2,6.8,7.1,Maybe,Informal,,27.6,1.2,5.2,7.7,20.0,19.8,18.9
NEPS-GHA-0040,24,9.5,2.3,3.4,Neutral,Verbal,Never,Undecided,5.2,6.8,Don't know,7,Severe,2.4,Family expects,4.3,Shared,Highly unstable,3.3,5.4,2.1,1.4,10.8,Yes,Informal,Some,68.9,18.0,18.2,8.6,18.2,15.4,13.1
NEPS-GHA-0041,6,5.6,1.6,0.7,Hostile,,Rarely,Employment,8.4,1.5,Yes,10,Severe,9.6,Self pressure,4.4,Shared,Stable,7.8,1.1,1.8,7.6,12.2,Maybe,Informal,,23.2,13.7,7.2,13.8,9.5,10.0,12.1
NEPS-GHA-0041,12,7.1,3.7,8.5,Neutral,Cyber,Rarely,Vocational,1.9,0.3,Yes,8,Severe,2.2,Family expects,7.6,Smartphone,Stable,9.3,9.9,8.7,4.9,6.5,Maybe,Informal,Some,40.5,0.8,14.7,7.6,6.3,12.2,14.8
NEPS-GHA-0041,18,5.9,5.3,8.8,Supportive,Multiple,Never,Undecided,4.6,8.8,Yes,16,Severe,9.8,,5.6,Smartphone,Stable,2.9,4.0,3.0,8.3,9.2,Maybe,Religious,,91.9,13.8,18.1,9.3,12.9,1.8,10.0
NEPS-GHA-0041,24,1.8,5.9,8.9,Hostile,Verbal,Often,Undecided,3.2,0.2,No,18,Mild,8.8,,2.5,Basic phone,Highly unstable,7.3,0.9,7.1,6.3,1.7,No,,,79.1,10.2,19.0,7.6,7.6,15.4,18.2
NEPS-GHA-0042,6,5.7,6.6,1.5,Supportive,Verbal,Never,Undecided,3.1,7.3,No,9,Mild,1.2,Family expects,9.6,Smartphone,Highly unstable,7.7,0.1,5.0,5.0,16.1,No,,Good,21.7,13.2,9.1,8.8,12.0,0.1,17.6
NEPS-GHA-0042,12,2.8,6.3,8.2,Supportive,,Rarely,Vocational,0.6,3.5,Yes,1,Moderate,3.3,,0.5,,Stable,1.6,2.8,6.6,7.0,11.4,No,Informal,Some,74.9,7.2,0.7,15.4,6.5,18.0,16.4
NEPS-GHA-0042,18,7.6,8.4,0.6,Neutral,Verbal,Never,Employment,3.3,4.1,Yes,6,,1.1,,4.8,Shared,Some instability,6.1,3.2,5.3,10.0,7.1,Yes,,,72.9,10.0,16.2,17.7,4.7,5.8,3.9
NEPS-GHA-0042,24,1.2,4.6,8.0,Hostile,Verbal,Often,Undecided,0.5,3.5,Don't know,6,,6.4,Self pressure,2.5,Smartphone,Some instability,3.0,5.5,7.7,1.1,6.7,Maybe,Professional,Good,19.4,16.7,18.4,9.6,9.5,0.7,2.7
NEPS-GHA-0043,6,1.6,4.6,8.7,Neutral,Cyber,Often,University,8.4,3.0,Don't know,10,,2.1,Self pressure,8.0,Shared,Stable,9.7,2.8,0.3,9.8,12.5,Yes,,Good,59.5,17.3,15.0,14.1,6.3,0.6,8.3
NEPS-GHA-0043,12,5.0,2.4,4.5,Neutral,Verbal,Sometimes,Vocational,1.1,7.8,Yes,2,Severe,5.1,Financial need,9.0,Basic phone,Stable,3.4,4.8,8.7,3.1,6.5,Yes,Informal,Good,72.5,9.2,14.3,10.4,0.1,18.6,13.7
NEPS-GHA-0043,18,5.9,0.9,4.7,Supportive,,Sometimes,University,5.8,3.1,Yes,10,Mild,1.9,Self pressure,5.3,,Highly unstable,1.2,1.5,2.7,0.2,12.5,No,Professional,Good,54.3,11.0,5.4,18.9,16.1,11.5,3.4
NEPS-GHA-0043,24,3.1,8.9,5.4,Supportive,Verbal,Never,Undecided,9.0,0.5,No,1,,4.3,Family expects,7.0,,Highly unstable,3.6,3.3,2.0,7.6,16.2,Yes,,,13.2,16.3,18.4,9.4,9.1,13.7,14.2
NEPS-GHA-0044,6,4.7,2.3,2.2,Hostile,Physical,Sometimes,Undecided,1.8,9.2,No,10,Severe,4.9,,4.8,Shared,Some instability,4.6,1.7,7.7,6.0,2.5,Yes,,,79.7,6.5,13.0,15.8,10.7,8.0,8.3
NEPS-GHA-0044,12,6.2,5.5,9.7,Neutral,,Sometimes,Vocational,8.1,5.9,No,18,Moderate,5.4,Family expects,1.7,Smartphone,Highly unstable,9.3,5.7,4.9,5.9,9.3,No,Professional,Some,17.6,19.1,1.4,2.2,16.3,15.4,7.6
NEPS-GHA-0044,18,4.9,6.6,0.9,Supportive,Multiple,Never,Vocational,6.6,4.5,No,12,Severe,2.0,Self pressure,3.0,Shared,Some instability,7.2,9.2,9.9,5.8,12.2,No,,Good,85.3,1.2,18.0,19.4,0.0,11.2,19.6
NEPS-GHA-0044,24,1.1,2.8,0.3,Neutral,Multiple,Often,Employment,7.1,4.1,No,17,Mild,6.6,Financial need,1.4,,Some instability,8.4,1.5,10.0,6.7,2.7,Yes,Professional,Good,72.1,9.7,8.7,19.8,1.7,12.8,8.3
NEPS-GHA-0045,6,4.6,7.9,6.0,Neutral,Multiple,Rarely,Undecided,5.1,5.5,No,12,Moderate,2.3,Financial need,6.0,,Highly unstable,2.4,5.0,4.1,5.5,7.3,Yes,,,36.9,11.6,19.2,1.6,14.6,10.5,17.2
NEPS-GHA-0045,12,7.5,2.8,5.2,Hostile,Multiple,Never,Vocational,4.7,7.4,Don't know,2,Moderate,6.1,Self pressure,5.4,Smartphone,Some instability,4.5,9.1,5.7,3.3,7.1,Maybe,Religious,Good,3.5,18.5,15.0,14.5,11.3,1.2,9.5
NEPS-GHA-0045,18,1.7,0.5,9.9,Hostile,Multiple,Never,Employment,4.8,1.3,Yes,8,Moderate,1.3,Self pressure,2.8,Shared,Stable,7.4,6.0,9.1,7.4,13.2,Maybe,Informal,Some,78.3,4.7,3.6,10.5,0.7,19.7,19.3
NEPS-GHA-0045,24,6.0,8.2,8.4,Neutral,Cyber,Rarely,Undecided,7.3,1.7,Don't know,11,,6.4,,0.5,,Some instability,4.8,4.8,9.5,9.2,4.7,No,,Some,26.3,10.6,8.7,5.8,15.9,7.6,6.3
NEPS-GHA-0046,6,5.3,9.6,1.0,Hostile,Physical,Often,Employment,3.3,2.7,Yes,8,Severe,4.6,Family expects,7.3,Basic phone,Highly unstable,3.4,6.9,1.8,5.5,13.5,Yes,Professional,Some,9.8,2.1,8.9,4.4,5.7,3.9,0.5
NEPS-GHA-0046,12,0.9,9.4,6.6,Supportive,Multiple,Never,University,0.9,6.0,No,20,Mild,9.0,Family expects,2.5,,Highly unstable,9.4,6.4,9.2,2.8,8.5,No,Religious,Some,16.2,1.5,15.5,7.7,6.7,1.2,19.1
NEPS-GHA-0046,18,2.6,4.4,4.9,Supportive,Multiple,Often,Vocational,6.5,1.1,Don't know,13,Mild,6.1,,9.1,Shared,Stable,0.3,0.7,7.3,7.8,0.4,Maybe,Informal,,64.0,18.7,13.3,5.3,14.0,18.1,11.5
NEPS-GHA-0046,24,5.2,9.4,4.9,Neutral,Cyber,Never,Vocational,0.0,9.5,No,3,Moderate,3.3,Self pressure,4.0,Smartphone,Some instability,5.3,9.6,0.8,4.6,15.3,No,Informal,Good,55.4,19.4,13.2,6.0,7.8,2.1,13.8
NEPS-GHA-0047,6,4.9,8.9,4.4,Supportive,Verbal,Never,Vocational,0.3,10.0,Yes,15,Severe,0.6,Self pressure,5.0,,Stable,0.4,0.6,7.9,0.4,2.4,No,,,87.0,10.7,14.8,4.7,1.4,14.7,9.8
NEPS-GHA-0047,12,0.2,9.1,6.2,Supportive,Verbal,Never,Vocational,6.3,9.0,Yes,14,Mild,8.4,,8.2,Smartphone,Stable,5.0,8.0,2.2,8.0,8.5,No,,Some,12.1,13.7,10.9,6.4,19.3,4.3,0.9
NEPS-GHA-0047,18,1.7,0.6,2.7,Neutral,Verbal,Sometimes,Vocational,4.4,9.3,Yes,4,,7.9,Financial need,7.8,Smartphone,Some instability,0.8,0.1,9.3,7.1,11.9,Maybe,,,80.7,15.5,13.8,4.1,12.8,10.5,8.2
NEPS-GHA-0047,24,9.4,6.1,0.4,Supportive,Cyber,Never,Employment,3.5,0.0,Yes,6,,9.9,,6.2,Basic phone,Some instability,7.7,6.6,2.8,1.9,15.9,No,,Some,17.6,13.4,0.9,12.9,5.7,8.7,6.7
NEPS-GHA-0048,6,8.1,7.6,0.4,Hostile,,Rarely,Vocational,7.9,4.9,Yes,2,Mild,7.2,Self pressure,4.2,Shared,Stable,7.8,3.3,1.0,7.4,17.4,Maybe,Informal,Good,47.1,9.7,17.8,2.9,18.6,9.1,7.7
NEPS-GHA-0048,12,1.4,7.2,6.3,Neutral,Verbal,Sometimes,Vocational,0.3,5.7,No,4,,8.5,Financial need,4.2,Shared,Stable,8.9,6.0,7.9,6.4,12.2,Yes,Informal,Good,41.2,10.4,17.2,4.3,9.5,9.3,0.3
NEPS-GHA-0048,18,4.3,8.7,2.5,Neutral,Multiple,Rarely,Vocational,9.1,9.0,No,1,,9.9,,4.3,,Some instability,8.1,7.0,1.0,5.0,1.7,Yes,,Good,13.3,5.9,13.0,1.8,9.6,6.1,14.1
NEPS-GHA-0048,24,8.6,7.5,0.2,Neutral,Cyber,Rarely,Undecided,1.8,8.7,Don't know,14,,8.6,,3.8,Shared,Highly unstable,0.3,4.3,2.7,9.5,10.8,Yes,Professional,,88.1,14.7,1.1,18.9,13.5,17.8,2.2
NEPS-GHA-0049,6,3.7,6.2,3.7,Supportive,Multiple,Never,Vocational,1.4,3.3,Don't know,3,Severe,7.4,Family expects,7.5,Basic phone,Some instability,3.5,2.7,6.8,2.8,1.3,Maybe,,Some,50.1,16.6,9.4,10.6,16.5,18.0,9.0
NEPS-GHA-0049,12,3.7,6.7,6.9,Supportive,Verbal,Often,University,0.8,9.0,No,2,,1.6,,7.0,,Stable,8.7,5.2,6.3,2.9,19.4,No,Informal,Some,34.7,8.9,12.9,5.8,1.3,17.4,4.6
NEPS-GHA-0049,18,9.5,6.4,4.1,Neutral,Physical,Often,Undecided,4.6,5.7,No,5,Moderate,2.3,Self pressure,9.7,Smartphone,Stable,3.5,4.6,1.7,9.2,14.2,Maybe,Informal,Good,83.9,13.9,13.3,3.1,4.8,0.8,6.3
NEPS-GHA-0049,24,1.3,2.6,1.8,Hostile,,Sometimes,Employment,1.5,4.5,Yes,17,Moderate,1.2,,4.0,,Stable,9.5,9.3,1.6,9.7,10.9,No,Religious,,70.5,9.5,5.8,18.9,19.6,11.5,2.9
